Country,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Mozambique,1190000,2290000,2340000,2990000,3510000,3890000,4674000,5800000,6400000,6900000,24300000,33500000,58900000,78600000,103000000,150000000,230000000,440000000,302000000,407000000,485000000,585000000,722000000,843000000,1048000000,1267000000,1421500000,1753000000,1435500000,1459000000,1773300000,2034190000,2319870000,3368500000,3455300000,3946700000,4753200000,5447600000,5359000000,6997000000,8304100000,11855200000,13468500000,20002000000,20231200000,17991600000
